Universidad,Carrera,Cuatrimestre,Periodo,Materia
UT Matamoros,Ing. Industrial (Moldeo Plásticos),8,Cuatrimestre 8,Sistemas de Gestión de la Calidad
UT Matamoros,Ing. Industrial (Moldeo Plásticos),9,Cuatrimestre 9,Administración Industrial y de Servicios
UT Matamoros,Ing. Industrial (Moldeo Plásticos),9,Cuatrimestre 9,Administración del Mantenimiento
UT Matamoros,Ing. Industrial (Moldeo Plásticos),9,Cuatrimestre 9,Inglés VIII
UT Matamoros,Ing. Industrial (Moldeo Plásticos),9,Cuatrimestre 9,Legislación Industrial
UT Matamoros,Ing. Industrial (Moldeo Plásticos),9,Cuatrimestre 9,Manufactura Integrada por Computadora
UT Matamoros,Ing. Industrial (Moldeo Plásticos),9,Cuatrimestre 9,Proyecto Integrador III
UT Matamoros,Ing. Industrial (Moldeo Plásticos),9,Cuatrimestre 9,Simulación de Procesos
UT Matamoros,Ing. Industrial (Moldeo Plásticos),10,X (Estadía Ingeniería),ESTADÍA LICENCIATURA EN INGENIERÍA INDUSTRIAL (600 hrs)
UT Matamoros,Lic. En Administración,1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UT Matamoros,Lic. En Administración,1,Cuatrimestre 1,Contabilidad I
UT Matamoros,Lic. En Administración,1,Cuatrimestre 1,Desarrollo Humano y Valores
UT Matamoros,Lic. En Administración,1,Cuatrimestre 1,Fundamentos Matemáticos
UT Matamoros,Lic. En Administración,1,Cuatrimestre 1,Fundamentos de Administración
UT Matamoros,Lic. En Administración,1,Cuatrimestre 1,Inglés I
UT Matamoros,Lic. En Administración,1,Cuatrimestre 1,Marco Legal de las Organizaciones
UT Matamoros,Lic. En Administración,2,Cuatrimestre 2,Contabilidad II
UT Matamoros,Lic. En Administración,2,Cuatrimestre 2,Derecho Corporativo
UT Matamoros,Lic. En Administración,2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UT Matamoros,Lic. En Administración,2,Cuatrimestre 2,Inglés II
UT Matamoros,Lic. En Administración,2,Cuatrimestre 2,Microeconomía
UT Matamoros,Lic. En Administración,2,Cuatrimestre 2,Planeación Estratégica
UT Matamoros,Lic. En Administración,2,Cuatrimestre 2,Probabilidad y Estadística
UT Matamoros,Lic. En Administración,3,Cuatrimestre 3,Análisis Financiero
UT Matamoros,Lic. En Administración,3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UT Matamoros,Lic. En Administración,3,Cuatrimestre 3,Fundamentos de Calidad
UT Matamoros,Lic. En Administración,3,Cuatrimestre 3,Fundamentos de Mercadotecnia
UT Matamoros,Lic. En Administración,3,Cuatrimestre 3,Inglés III
UT Matamoros,Lic. En Administración,3,Cuatrimestre 3,Macroeconomía
UT Matamoros,Lic. En Administración,3,Cuatrimestre 3,Proyecto Integrador I
UT Matamoros,Lic. En Administración,4,Cuatrimestre 4,Administración de Proyectos I
UT Matamoros,Lic. En Administración,4,Cuatrimestre 4,Estudio Técnico y Organizacional
UT Matamoros,Lic. En Administración,4,Cuatrimestre 4,Estudio de Mercado
UT Matamoros,Lic. En Administración,4,Cuatrimestre 4,Fundamentos de Sistemas de Producción
UT Matamoros,Lic. En Administración,4,Cuatrimestre 4,Inglés IV
UT Matamoros,Lic. En Administración,4,Cuatrimestre 4,Innovación y Emprendimiento
UT Matamoros,Lic. En Administración,4,Cuatrimestre 4,Ética Profesional
UT Matamoros,Lic. En Administración,5,Cuatrimestre 5,Administración de Proyectos II
UT Matamoros,Lic. En Administración,5,Cuatrimestre 5,Diagnóstico Local y Regional
UT Matamoros,Lic. En Administración,5,Cuatrimestre 5,Estudio Financiero
UT Matamoros,Lic. En Administración,5,Cuatrimestre 5,Evaluación Financiera de Proyectos
UT Matamoros,Lic. En Administración,5,Cuatrimestre 5,Inglés V
UT Matamoros,Lic. En Administración,5,Cuatrimestre 5,Liderazgo de Equipos de Alto Desempeño
UT Matamoros,Lic. En Administración,5,Cuatrimestre 5,Proyecto Integrador II
UT Matamoros,Lic. En Administración,6,VI (Estadía TSU),ESTADÍA TSU EN EMPRENDIMIENTO (600 hrs)
UT Matamoros,Lic. En Administración,7,Cuatrimestre 7,Administración de la Producción
UT Matamoros,Lic. En Administración,7,Cuatrimestre 7,Gestión del Talento Humano
UT Matamoros,Lic. En Administración,7,Cuatrimestre 7,Habilidades Gerenciales
UT Matamoros,Lic. En Administración,7,Cuatrimestre 7,Inglés VI
UT Matamoros,Lic. En Administración,7,Cuatrimestre 7,Mercadotecnia Estratégica
UT Matamoros,Lic. En Administración,7,Cuatrimestre 7,Proyectos de Innovación Sostenibles
UT Matamoros,Lic. En Administración,7,Cuatrimestre 7,Tecnologías Aplicadas a los Negocios
UT Matamoros,Lic. En Administración,8,Cuatrimestre 8,Administración y Gestión de la Calidad
UT Matamoros,Lic. En Administración,8,Cuatrimestre 8,Dirección Estratégica
UT Matamoros,Lic. En Administración,8,Cuatrimestre 8,Evaluación en el Desempeño del Capital Humano
UT Matamoros,Lic. En Administración,8,Cuatrimestre 8,Inglés VII
UT Matamoros,Lic. En Administración,8,Cuatrimestre 8,Investigación de Operaciones
UT Matamoros,Lic. En Administración,8,Cuatrimestre 8,Modelos de Negocios
UT Matamoros,Lic. En Administración,8,Cuatrimestre 8,Sistemas de la Información Aplicados en la Organización
UT Matamoros,Lic. En Administración,9,Cuatrimestre 9,Comercio y Logística Internacional
UT Matamoros,Lic. En Administración,9,Cuatrimestre 9,Consultoría Empresarial
UT Matamoros,Lic. En Administración,9,Cuatrimestre 9,Desarrollo en Proyectos de Emprendimiento Social
UT Matamoros,Lic. En Administración,9,Cuatrimestre 9,Finanzas Corporativas
UT Matamoros,Lic. En Administración,9,Cuatrimestre 9,Gestión de la Propiedad Intelectual
UT Matamoros,Lic. En Administración,9,Cuatrimestre 9,Inglés VIII
UT Matamoros,Lic. En Administración,9,Cuatrimestre 9,Proyecto Integrador III
UT Matamoros,Lic. En Administración,10,X (Estadía Ingeniería),ESTADÍA LICENCIATURA EN ADMINISTRACIÓN (600 hrs)
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),0,0 (Inmersión/Propedéutico),Cuatrimestre de Inmersión
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),0,0 (Inmersión/Propedéutico),Desarrollo Sostenible
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),0,0 (Inmersión/Propedéutico),Desarrollo de Competencias Globales
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),0,0 (Inmersión/Propedéutico),Introducción a la Lengua Inglesa
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),0,0 (Inmersión/Propedéutico),Tutorías BIS
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),1,Cuatrimestre 1,Desarrollo Humano y Valores
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),1,Cuatrimestre 1,Economía Internacional
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),1,Cuatrimestre 1,Estructura Organizacional
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),1,Cuatrimestre 1,Fundamentos Matemáticos
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),1,Cuatrimestre 1,Inglés I
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),1,Cuatrimestre 1,Normatividad Aplicada al Comercio Exterior I
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),2,Cuatrimestre 2,Clasificación Arancelaria I
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),2,Cuatrimestre 2,Cálculo Diferencial
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),2,Cuatrimestre 2,Fundamentos de Logística
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),2,Cuatrimestre 2,Inglés II
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),2,Cuatrimestre 2,Mercadotecnia Internacional
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),2,Cuatrimestre 2,Normatividad Aplicada al Comercio Exterior II
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),3,Cuatrimestre 3,Administración de Ventas
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),3,Cuatrimestre 3,Clasificación Arancelaria II
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),3,Cuatrimestre 3,Cálculo Integral
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),3,Cuatrimestre 3,Física
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),3,Cuatrimestre 3,Inglés III
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),3,Cuatrimestre 3,Proyecto Integradora I
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),4,Cuatrimestre 4,Clasificación Arancelaria III
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),4,Cuatrimestre 4,Cálculo de Varias Variables
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),4,Cuatrimestre 4,Inglés IV
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),4,Cuatrimestre 4,Presupuestos Logísticos
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),4,Cuatrimestre 4,Probabilidad y Estadística
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),4,Cuatrimestre 4,Trámites Legales Aplicados
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),4,Cuatrimestre 4,Ética Profesional
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),5,Cuatrimestre 5,Contribuciones al Comercio Exterior
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),5,Cuatrimestre 5,Ecuaciones Diferenciales
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),5,Cuatrimestre 5,Inglés V
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),5,Cuatrimestre 5,Liderazgo de Equipos de Alto Desempeño
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),5,Cuatrimestre 5,Pedimento y su Legislación
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),5,Cuatrimestre 5,Proyecto Integrador II
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),5,Cuatrimestre 5,Seguimiento Logístico
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),6,VI (Estadía TSU),ESTADÍA TSU EN OPERACIONES LOGÍSTICAS Y COMERCIO EXTERIOR (600 hrs)
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),7,Cuatrimestre 7,Contabilidad Básica
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),7,Cuatrimestre 7,"Envase, Empaque, Embalaje"
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),7,Cuatrimestre 7,Gestión de Cadena de Suministro
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),7,Cuatrimestre 7,Gestión de Operaciones Aduanera
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),7,Cuatrimestre 7,Habilidades Gerenciales
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),7,Cuatrimestre 7,Inglés VI
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),7,Cuatrimestre 7,Seguridad en la Cadena de Suministro
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),8,Cuatrimestre 8,Administración de Operaciones de Tráfico I
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),8,Cuatrimestre 8,Administración de Sistemas Logísticos
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),8,Cuatrimestre 8,Cumplimiento Normativo
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),8,Cuatrimestre 8,Finanzas Internacionales
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),8,Cuatrimestre 8,Inglés VII
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),8,Cuatrimestre 8,Investigación de Operaciones
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),8,Cuatrimestre 8,Metodología de la Investigación
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),9,Cuatrimestre 9,Administración de Operaciones de Tráfico II
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),9,Cuatrimestre 9,Administración de Proyectos con Enfoque Sostenible
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),9,Cuatrimestre 9,Gestión de la Calidad en la Logística
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),9,Cuatrimestre 9,"Infracciones, Sanciones y Medios de Defensa"
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),9,Cuatrimestre 9,Inglés VIII
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),9,Cuatrimestre 9,Logística de Transporte
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),9,Cuatrimestre 9,Proyecto Integrador III
UT Matamoros - Modalidad BIS,Ing. En Logística Internacional (Bis),10,X (Estadía Ingeniería),ESTADÍA INGENIERÍA EN LOGÍSTICA INTERNACIONAL (600 hrs)
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),1,Cuatrimestre 1,Desarrollo Humano y Valores
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),1,Cuatrimestre 1,Fundamentos Matemáticos
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),1,Cuatrimestre 1,Fundamentos de Mantenimiento
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),1,Cuatrimestre 1,Seguridad Industrial
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),2,Cuatrimestre 2,Cálculo Diferencial
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),2,Cuatrimestre 2,Dibujo Industrial
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),2,Cuatrimestre 2,Probabilidad y Estadística
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),3,Cuatrimestre 3,Física
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),3,Cuatrimestre 3,Gestión del Mantenimiento
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),3,Cuatrimestre 3,Inglés I
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),4,Cuatrimestre 4,Cálculo Integral
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),4,Cuatrimestre 4,Electrónica Analógica
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),4,Cuatrimestre 4,Inglés II
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),4,Cuatrimestre 4,Termodinámica
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),4,Cuatrimestre 4,Ética Profesional
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),5,Cuatrimestre 5,Inglés III
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),5,Cuatrimestre 5,Máquinas y Mecanismos
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),5,Cuatrimestre 5,Proyecto Integrador I
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),5,Cuatrimestre 5,Sistemas Eléctricos
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),6,VI (Estadía TSU),Cálculo de Varias Variables
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),6,VI (Estadía TSU),Electrónica Digital
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),6,VI (Estadía TSU),Inglés IV
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),6,VI (Estadía TSU),Liderazgo de Equipos de Alto Desempeño
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),6,VI (Estadía TSU),Máquinas Eléctricas
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),7,Cuatrimestre 7,Ecuaciones Diferenciales
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),7,Cuatrimestre 7,Inglés V
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),7,Cuatrimestre 7,Sistemas Neumáticos e Hidráulicos
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),7,Cuatrimestre 7,Sistemas Térmicos e Industriales
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),8,Cuatrimestre 8,Automatización y Robótica
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),8,Cuatrimestre 8,Ciencia de los Materiales
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),8,Cuatrimestre 8,Mantenimiento a Procesos de Manufactura
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),8,Cuatrimestre 8,Proyecto Integrador II
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),9,Cuatrimestre 9,ESTADÍA TSU EN MANTENIMIENTO INDUSTRIAL (600 hrs)
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),10,X (Estadía Ingeniería),Admón. Estratégica para Mantenimiento
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),10,X (Estadía Ingeniería),Física para Ingeniería
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),10,X (Estadía Ingeniería),Habilidades Gerenciales
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),10,X (Estadía Ingeniería),Inglés VI
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),10,X (Estadía Ingeniería),Instalaciones Eléctricas
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),10,X (Estadía Ingeniería),Métodos y Sistemas de Trabajo
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),10,X (Estadía Ingeniería),Tribología
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),11,Cuatrimestre 11,Ensayos Destructivos
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),11,Cuatrimestre 11,Ingeniería Económica
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),11,Cuatrimestre 11,Inglés VII
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),11,Cuatrimestre 11,Mantenimiento Predictivo Mecánico
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),11,Cuatrimestre 11,Protocolos de Operación y Mantenimiento
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),11,Cuatrimestre 11,Sistemas Automatizados y Redes Industriales
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),11,Cuatrimestre 11,Técnicas TPM y RCM
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),12,Cuatrimestre 12,Ensayos no Destructivos
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),12,Cuatrimestre 12,Gestión Ambiental
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),12,Cuatrimestre 12,Gestión del Talento Humano
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),12,Cuatrimestre 12,Inglés VIII
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),12,Cuatrimestre 12,Manufactura Asistida por Computadora
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),12,Cuatrimestre 12,Proyecto Integrador III
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),12,Cuatrimestre 12,Visualización y Control de Procesos
UT Matamoros - Modalidad BIS,Ing. En Mantenimiento Industrial (Bis),13,Cuatrimestre 13,ESTADÍA INGENIERÍA EN MANTENIMIENTO INDUSTRIAL (600 hrs)
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),0,0 (Inmersión/Propedéutico),Cuatrimestre de Inmersión
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),0,0 (Inmersión/Propedéutico),Desarrollo Sostenible
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),0,0 (Inmersión/Propedéutico),Desarrollo de Competencias Globales
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),0,0 (Inmersión/Propedéutico),Introducción a la Lengua Inglesa
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),0,0 (Inmersión/Propedéutico),Tutorías BIS
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),1,Cuatrimestre 1,Desarrollo Humano y Valores
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),1,Cuatrimestre 1,Fundamentos Matemáticos
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),1,Cuatrimestre 1,Inglés I
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),1,Cuatrimestre 1,Metodología de la Programación
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),1,Cuatrimestre 1,Metrología
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),1,Cuatrimestre 1,Procesos Industriales
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),2,Cuatrimestre 2,Circuitos Eléctricos
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),2,Cuatrimestre 2,Cálculo Diferencial
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),2,Cuatrimestre 2,Dibujo para Ingeniería
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),2,Cuatrimestre 2,Física
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),2,Cuatrimestre 2,Inglés II
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),2,Cuatrimestre 2,Probabilidad y Estadística
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),3,Cuatrimestre 3,Cálculo Integral
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),3,Cuatrimestre 3,Electrónica Analógica y de Potencia
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),3,Cuatrimestre 3,Electrónica Digital
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),3,Cuatrimestre 3,Elementos Mecánicos
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),3,Cuatrimestre 3,Inglés III
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),3,Cuatrimestre 3,Proyecto Integrador I
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),4,Cuatrimestre 4,Control de Motores Eléctricos
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),4,Cuatrimestre 4,Cálculo de Varias Variables
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),4,Cuatrimestre 4,Estructura y Propiedades de los Materiales
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),4,Cuatrimestre 4,Inglés IV
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),4,Cuatrimestre 4,Instrumentación Industrial
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),4,Cuatrimestre 4,Sistemas Neumáticos e Hidráulicos
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),4,Cuatrimestre 4,Ética Profesional
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),5,Cuatrimestre 5,Controladores Lógicos Programables
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),5,Cuatrimestre 5,Ecuaciones Diferenciales
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),5,Cuatrimestre 5,Implementación de Sistemas Automáticos
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),5,Cuatrimestre 5,Inglés V
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),5,Cuatrimestre 5,Liderazgo de Equipos de Alto Desempeño
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),5,Cuatrimestre 5,Procesos de Manufactura
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),5,Cuatrimestre 5,Proyecto Integrador II
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),6,VI (Estadía TSU),ESTADÍA TSU EN AUTOMATIZACIÓN (600 hrs)
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),7,Cuatrimestre 7,Análisis de Mecanismos
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),7,Cuatrimestre 7,Cinemática y Dinámica de Robots
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),7,Cuatrimestre 7,Habilidades Gerenciales
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),7,Cuatrimestre 7,Inglés VI
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),7,Cuatrimestre 7,Instrumentación Virtual
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),7,Cuatrimestre 7,Modelado y Simulación de Sistemas
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),7,Cuatrimestre 7,Sistemas Embebidos
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),8,Cuatrimestre 8,Diseño Asistido por Computadora
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),8,Cuatrimestre 8,Diseño Mecánico
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),8,Cuatrimestre 8,Diseño de Sistemas Mecatrónicos
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),8,Cuatrimestre 8,Ingeniería de Control
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),8,Cuatrimestre 8,Inglés VII
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),8,Cuatrimestre 8,Programación de Robots Industriales
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),8,Cuatrimestre 8,Sistemas CAM CNC
UT Matamoros - Modalidad BIS,Ing. En Mecatrónica (Bis),9,Cuatrimestre 9,Administración de Mantenimiento
