Universidad,Carrera,Cuatrimestre,Periodo,Materia
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,5,Cuatrimestre 5,Liderazgo de Equipos de Alto Desempeño
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,5,Cuatrimestre 5,Proyecto Integrador II
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,5,Cuatrimestre 5,Servicios en la Nube
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,5,Cuatrimestre 5,Visualización de Datos
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,6,VI (Estadía TSU),ESTADÍA TSU EN CIENCIA DE DATOS
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,7,Cuatrimestre 7,Administración de Servidores
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,7,Cuatrimestre 7,Formulación de Proyectos de Tecnología
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,7,Cuatrimestre 7,Fundamentos de Inteligencia Artificial
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,7,Cuatrimestre 7,Inglés VI
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,7,Cuatrimestre 7,Optativa I
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,8,Cuatrimestre 8,Electrónica Digital
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,8,Cuatrimestre 8,Gestión de Proyectos de Tecnología
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,8,Cuatrimestre 8,Habilidades Gerenciales
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,8,Cuatrimestre 8,Informática Forense
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,8,Cuatrimestre 8,Tecnologías Disruptivas
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,8,Cuatrimestre 8,Ética y Legislación de TI
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,9,Cuatrimestre 9,Evaluación de Proyectos de Tecnología
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,9,Cuatrimestre 9,Inglés VII
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,9,Cuatrimestre 9,Internet de las Cosas
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,9,Cuatrimestre 9,Optativa II
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,9,Cuatrimestre 9,Programación para Inteligencia Artificial
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,10,X (Estadía Ingeniería),Ciencia de Datos
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,10,X (Estadía Ingeniería),Inglés VIII
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,10,X (Estadía Ingeniería),Optativa III
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,10,X (Estadía Ingeniería),Proyecto Integrador III
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,10,X (Estadía Ingeniería),Seguridad Informática
UT Tamaulipas Norte,Ing. En Ti E Innovación Digital,11,Cuatrimestre 11,ESTADÍA INGENIERÍA EN TI E INNOVACIÓN DIGITAL
UT Tamaulipas Norte,Ing. Industrial,1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UT Tamaulipas Norte,Ing. Industrial,1,Cuatrimestre 1,Desarrollo Humano y Valores
UT Tamaulipas Norte,Ing. Industrial,1,Cuatrimestre 1,Dibujo Industrial
UT Tamaulipas Norte,Ing. Industrial,1,Cuatrimestre 1,Fundamentos Matemáticos
UT Tamaulipas Norte,Ing. Industrial,1,Cuatrimestre 1,Inglés I
UT Tamaulipas Norte,Ing. Industrial,1,Cuatrimestre 1,Metrología
UT Tamaulipas Norte,Ing. Industrial,1,Cuatrimestre 1,Química Básica
UT Tamaulipas Norte,Ing. Industrial,2,Cuatrimestre 2,Costos de Producción
UT Tamaulipas Norte,Ing. Industrial,2,Cuatrimestre 2,Cálculo Diferencial
UT Tamaulipas Norte,Ing. Industrial,2,Cuatrimestre 2,Física
UT Tamaulipas Norte,Ing. Industrial,2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UT Tamaulipas Norte,Ing. Industrial,2,Cuatrimestre 2,Inglés II
UT Tamaulipas Norte,Ing. Industrial,2,Cuatrimestre 2,Probabilidad y Estadística
UT Tamaulipas Norte,Ing. Industrial,2,Cuatrimestre 2,"Seguridad, Higiene y Medio Ambiente"
UT Tamaulipas Norte,Ing. Industrial,3,Cuatrimestre 3,Control de Calidad
UT Tamaulipas Norte,Ing. Industrial,3,Cuatrimestre 3,Cálculo Integral
UT Tamaulipas Norte,Ing. Industrial,3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UT Tamaulipas Norte,Ing. Industrial,3,Cuatrimestre 3,Estudio del Trabajo
UT Tamaulipas Norte,Ing. Industrial,3,Cuatrimestre 3,Inglés III
UT Tamaulipas Norte,Ing. Industrial,3,Cuatrimestre 3,Procesos de Fabricación
UT Tamaulipas Norte,Ing. Industrial,3,Cuatrimestre 3,Proyecto Integrador I
UT Tamaulipas Norte,Ing. Industrial,4,Cuatrimestre 4,Administración y Control de la Calidad
UT Tamaulipas Norte,Ing. Industrial,4,Cuatrimestre 4,Cálculo de Varias Variables
UT Tamaulipas Norte,Ing. Industrial,4,Cuatrimestre 4,Ingeniería Económica
UT Tamaulipas Norte,Ing. Industrial,4,Cuatrimestre 4,Ingeniería de Planta y Estudio del Trabajo
UT Tamaulipas Norte,Ing. Industrial,4,Cuatrimestre 4,Inglés IV
UT Tamaulipas Norte,Ing. Industrial,4,Cuatrimestre 4,Tecnologías de Transformación de Materiales
UT Tamaulipas Norte,Ing. Industrial,4,Cuatrimestre 4,Ética Profesional
UT Tamaulipas Norte,Ing. Industrial,5,Cuatrimestre 5,Administración y Control de Operaciones
UT Tamaulipas Norte,Ing. Industrial,5,Cuatrimestre 5,Ecuaciones Diferenciales
UT Tamaulipas Norte,Ing. Industrial,5,Cuatrimestre 5,Gestión Ambiental en Procesos Industriales
UT Tamaulipas Norte,Ing. Industrial,5,Cuatrimestre 5,Inglés V
UT Tamaulipas Norte,Ing. Industrial,5,Cuatrimestre 5,Liderazgo de Equipos de Alto Desempeño
UT Tamaulipas Norte,Ing. Industrial,5,Cuatrimestre 5,Proyecto Integrador II
UT Tamaulipas Norte,Ing. Industrial,5,Cuatrimestre 5,Sistemas de Manufactura Aplicada
UT Tamaulipas Norte,Ing. Industrial,6,VI (Estadía TSU),ESTADÍA TSU EN PROCESOS PRODUCTIVOS
UT Tamaulipas Norte,Ing. Industrial,7,Cuatrimestre 7,Automatización y Control de Procesos
UT Tamaulipas Norte,Ing. Industrial,7,Cuatrimestre 7,Habilidades Gerenciales
UT Tamaulipas Norte,Ing. Industrial,7,Cuatrimestre 7,Ingeniería de Planta
UT Tamaulipas Norte,Ing. Industrial,7,Cuatrimestre 7,Inglés VI
UT Tamaulipas Norte,Ing. Industrial,7,Cuatrimestre 7,Investigación de Operaciones I
UT Tamaulipas Norte,Ing. Industrial,7,Cuatrimestre 7,Manufactura Esbelta
UT Tamaulipas Norte,Ing. Industrial,8,Cuatrimestre 8,Diseño del Producto
UT Tamaulipas Norte,Ing. Industrial,8,Cuatrimestre 8,Inglés VII
UT Tamaulipas Norte,Ing. Industrial,8,Cuatrimestre 8,Investigación de Operaciones II
UT Tamaulipas Norte,Ing. Industrial,8,Cuatrimestre 8,Simulación de Procesos
UT Tamaulipas Norte,Ing. Industrial,8,Cuatrimestre 8,Sistemas de Gestión de la Calidad
UT Tamaulipas Norte,Ing. Industrial,9,Cuatrimestre 9,6 Sigma
UT Tamaulipas Norte,Ing. Industrial,9,Cuatrimestre 9,Administración Industrial y de Servicios
UT Tamaulipas Norte,Ing. Industrial,9,Cuatrimestre 9,Evaluación y Administración de Proyectos
UT Tamaulipas Norte,Ing. Industrial,9,Cuatrimestre 9,Inglés VIII
UT Tamaulipas Norte,Ing. Industrial,9,Cuatrimestre 9,Manufactura Integrada por Computadora
UT Tamaulipas Norte,Ing. Industrial,10,X (Estadía Ingeniería),Administración del Mantenimiento
UT Tamaulipas Norte,Ing. Industrial,10,X (Estadía Ingeniería),Legislación Industrial
UT Tamaulipas Norte,Ing. Industrial,10,X (Estadía Ingeniería),Logística
UT Tamaulipas Norte,Ing. Industrial,10,X (Estadía Ingeniería),Proyecto Integrador III
UT Tamaulipas Norte,Ing. Industrial,10,X (Estadía Ingeniería),Tópicos de Nuevas Tecnologías
UT Tamaulipas Norte,Ing. Industrial,11,Cuatrimestre 11,ESTADÍA INGENIERÍA INDUSTRIAL
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,1,Cuatrimestre 1,Desarrollo Humano y Valores
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,1,Cuatrimestre 1,Fundamentos Matemáticos
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,1,Cuatrimestre 1,Inglés I
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,1,Cuatrimestre 1,Mediciones Eléctricas y Semiconductores
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,1,Cuatrimestre 1,Metodología de la Programación
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,1,Cuatrimestre 1,Química Básica
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,2,Cuatrimestre 2,Calidad y Normativa Industrial
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,2,Cuatrimestre 2,Cálculo Diferencial
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,2,Cuatrimestre 2,Física
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,2,Cuatrimestre 2,Física del Estado Sólido
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,2,Cuatrimestre 2,Inglés II
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,2,Cuatrimestre 2,Probabilidad y Estadística
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,3,Cuatrimestre 3,Circuitos Eléctricos
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,3,Cuatrimestre 3,Cálculo Integral
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,3,Cuatrimestre 3,Diseño Experimental de Procesos
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,3,Cuatrimestre 3,Dispositivos Semiconductores
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,3,Cuatrimestre 3,Inglés III
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,3,Cuatrimestre 3,Proyecto Integrador I
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,4,Cuatrimestre 4,Cálculo de Varias Variables
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,4,Cuatrimestre 4,Electrónica Analógica
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,4,Cuatrimestre 4,Mantenimiento y Seguridad Industrial
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,4,Cuatrimestre 4,Manufactura Microelectrónica
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,4,Cuatrimestre 4,Sistemas Digitales
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,4,Cuatrimestre 4,Ética Profesional
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,5,Cuatrimestre 5,Diseño y Ensamble de PCB
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,5,Cuatrimestre 5,Inglés V
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,5,Cuatrimestre 5,Liderazgo de Equipos de Alto Desempeño
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,5,Cuatrimestre 5,Logística
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,5,Cuatrimestre 5,Procesos de Manufactura de Semiconductores
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,5,Cuatrimestre 5,Proyecto Integrador II
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,6,VI (Estadía TSU),ESTADÍA TSU EN MANUFACTURA DE SEMICONDUCTORES
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,7,Cuatrimestre 7,Arquitectura de Microprocesadores
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,7,Cuatrimestre 7,Caracterización de Dispositivos Semiconductores
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,7,Cuatrimestre 7,Circuitos Amplificadores Integrados
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,7,Cuatrimestre 7,Electromagnetismo y Señales
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,7,Cuatrimestre 7,Habilidades Gerenciales
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,7,Cuatrimestre 7,Inglés VI
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,7,Cuatrimestre 7,Programación Avanzada
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,8,Cuatrimestre 8,Amplificadores Diferenciales y Multietapa
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,8,Cuatrimestre 8,Diseño de Sistemas Integrados Digitales
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,8,Cuatrimestre 8,Electrónica de Potencia
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,8,Cuatrimestre 8,Evaluación y Administración de Proyectos
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,8,Cuatrimestre 8,Inglés VII
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,8,Cuatrimestre 8,Optoelectrónica
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,8,Cuatrimestre 8,Programación de Sistemas Embebidos
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,9,Cuatrimestre 9,Administración de Mantenimiento
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,9,Cuatrimestre 9,Diseño de Circuitos Integrados Analógicos
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,9,Cuatrimestre 9,Enrutamiento de Circuitos Integrados
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,9,Cuatrimestre 9,Inglés VIII
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,9,Cuatrimestre 9,Proyecto III
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,9,Cuatrimestre 9,Respuesta en Frecuencia
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,9,Cuatrimestre 9,Verificación de Circuitos Integrados
UT Tamaulipas Norte,Ing. Microelectrónica Y Semic.,10,X (Estadía Ingeniería),ESTADÍA INGENIERÍA EN MICROELECTRÓNICA Y SEMICONDUCTORES
UT Tamaulipas Norte,Lic. En Administración,1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UT Tamaulipas Norte,Lic. En Administración,1,Cuatrimestre 1,Contabilidad I
UT Tamaulipas Norte,Lic. En Administración,1,Cuatrimestre 1,Desarrollo Humano y Valores
UT Tamaulipas Norte,Lic. En Administración,1,Cuatrimestre 1,Fundamentos Matemáticos
UT Tamaulipas Norte,Lic. En Administración,1,Cuatrimestre 1,Fundamentos de Administración
UT Tamaulipas Norte,Lic. En Administración,1,Cuatrimestre 1,Inglés I
UT Tamaulipas Norte,Lic. En Administración,1,Cuatrimestre 1,Marco Legal de las Organizaciones
UT Tamaulipas Norte,Lic. En Administración,2,Cuatrimestre 2,Contabilidad II
UT Tamaulipas Norte,Lic. En Administración,2,Cuatrimestre 2,Derecho Corporativo
UT Tamaulipas Norte,Lic. En Administración,2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UT Tamaulipas Norte,Lic. En Administración,2,Cuatrimestre 2,Inglés II
UT Tamaulipas Norte,Lic. En Administración,2,Cuatrimestre 2,Microeconomía
UT Tamaulipas Norte,Lic. En Administración,2,Cuatrimestre 2,Planeación Estratégica
UT Tamaulipas Norte,Lic. En Administración,2,Cuatrimestre 2,Probabilidad y Estadística
UT Tamaulipas Norte,Lic. En Administración,3,Cuatrimestre 3,Análisis Financiero
UT Tamaulipas Norte,Lic. En Administración,3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UT Tamaulipas Norte,Lic. En Administración,3,Cuatrimestre 3,Fundamentos de Calidad
UT Tamaulipas Norte,Lic. En Administración,3,Cuatrimestre 3,Fundamentos de Mercadotecnia
UT Tamaulipas Norte,Lic. En Administración,3,Cuatrimestre 3,Inglés III
UT Tamaulipas Norte,Lic. En Administración,3,Cuatrimestre 3,Macroeconomía
UT Tamaulipas Norte,Lic. En Administración,3,Cuatrimestre 3,Proyecto Integrador I
UT Tamaulipas Norte,Lic. En Administración,4,Cuatrimestre 4,Administración de Proyectos I
UT Tamaulipas Norte,Lic. En Administración,4,Cuatrimestre 4,Estudio Técnico y Organizacional
UT Tamaulipas Norte,Lic. En Administración,4,Cuatrimestre 4,Estudio de Mercado
UT Tamaulipas Norte,Lic. En Administración,4,Cuatrimestre 4,Fundamentos de Sistemas de Producción
UT Tamaulipas Norte,Lic. En Administración,4,Cuatrimestre 4,Inglés IV
UT Tamaulipas Norte,Lic. En Administración,4,Cuatrimestre 4,Innovación y Emprendimiento
UT Tamaulipas Norte,Lic. En Administración,4,Cuatrimestre 4,Ética Profesional
UT Tamaulipas Norte,Lic. En Administración,5,Cuatrimestre 5,Administración de Proyectos II
UT Tamaulipas Norte,Lic. En Administración,5,Cuatrimestre 5,Diagnóstico Local y Regional
UT Tamaulipas Norte,Lic. En Administración,5,Cuatrimestre 5,Estudio Financiero
UT Tamaulipas Norte,Lic. En Administración,5,Cuatrimestre 5,Evaluación Financiera de Proyectos
UT Tamaulipas Norte,Lic. En Administración,5,Cuatrimestre 5,Inglés V
UT Tamaulipas Norte,Lic. En Administración,5,Cuatrimestre 5,Liderazgo de Equipos de Alto Desempeño
UT Tamaulipas Norte,Lic. En Administración,5,Cuatrimestre 5,Proyecto Integrador II
UT Tamaulipas Norte,Lic. En Administración,6,VI (Estadía TSU),ESTADÍA TSU EN EMPRENDIMIENTO
UT Tamaulipas Norte,Lic. En Administración,7,Cuatrimestre 7,Administración de la Producción
UT Tamaulipas Norte,Lic. En Administración,7,Cuatrimestre 7,Habilidades Gerenciales
UT Tamaulipas Norte,Lic. En Administración,7,Cuatrimestre 7,Inglés VI
UT Tamaulipas Norte,Lic. En Administración,7,Cuatrimestre 7,Mercadotecnia Estratégica
UT Tamaulipas Norte,Lic. En Administración,7,Cuatrimestre 7,Proyectos de Innovación Sostenibles
UT Tamaulipas Norte,Lic. En Administración,8,Cuatrimestre 8,Administración y Gestión de la Calidad
UT Tamaulipas Norte,Lic. En Administración,8,Cuatrimestre 8,Dirección Estratégica
UT Tamaulipas Norte,Lic. En Administración,8,Cuatrimestre 8,Gestión del Talento Humano
UT Tamaulipas Norte,Lic. En Administración,8,Cuatrimestre 8,Investigación de Operaciones
UT Tamaulipas Norte,Lic. En Administración,8,Cuatrimestre 8,Modelos de Negocios
UT Tamaulipas Norte,Lic. En Administración,9,Cuatrimestre 9,Desarrollo en Proyectos de Emprendimiento Social
UT Tamaulipas Norte,Lic. En Administración,9,Cuatrimestre 9,Evaluación del Desempeño del Capital Humano
UT Tamaulipas Norte,Lic. En Administración,9,Cuatrimestre 9,Gestión de la Propiedad Intelectual
UT Tamaulipas Norte,Lic. En Administración,9,Cuatrimestre 9,Inglés VII
UT Tamaulipas Norte,Lic. En Administración,9,Cuatrimestre 9,Sistemas de Información Aplicados en la Organización
UT Tamaulipas Norte,Lic. En Administración,9,Cuatrimestre 9,Tecnologías Aplicadas a los Negocios
UT Tamaulipas Norte,Lic. En Administración,10,X (Estadía Ingeniería),Comercio y Logística Internacional
UT Tamaulipas Norte,Lic. En Administración,10,X (Estadía Ingeniería),Consultoría Empresarial
UT Tamaulipas Norte,Lic. En Administración,10,X (Estadía Ingeniería),Finanzas Corporativas
UT Tamaulipas Norte,Lic. En Administración,10,X (Estadía Ingeniería),Inglés VIII
UT Tamaulipas Norte,Lic. En Administración,10,X (Estadía Ingeniería),Proyecto Integrador III
UT Tamaulipas Norte,Lic. En Administración,11,Cuatrimestre 11,ESTADÍA LICENCIATURA EN ADMINISTRACIÓN
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,1,Cuatrimestre 1,Comunicación y Habilidades Digitales
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,1,Cuatrimestre 1,Desarrollo Humano y Valores
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,1,Cuatrimestre 1,Fundamentos Matemáticos
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,1,Cuatrimestre 1,Fundamentos de Acuicultura
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,1,Cuatrimestre 1,Fundamentos de Biología Acuática
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,1,Cuatrimestre 1,Inglés I
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,1,Cuatrimestre 1,Química General
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,2,Cuatrimestre 2,Cultivos Auxiliares
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,2,Cuatrimestre 2,Cálculo Diferencial
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,2,Cuatrimestre 2,Física
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,2,Cuatrimestre 2,Habilidades Socioemocionales y Manejo de Conflictos
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,2,Cuatrimestre 2,Inglés II
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,2,Cuatrimestre 2,Química Orgánica
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,2,Cuatrimestre 2,Sistemas Acuícolas
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,3,Cuatrimestre 3,Buenas Prácticas Acuícolas e Inocuidad
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,3,Cuatrimestre 3,Cultivo de Peces
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,3,Cuatrimestre 3,Cálculo Integral
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,3,Cuatrimestre 3,Desarrollo del Pensamiento y Toma de Decisiones
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,3,Cuatrimestre 3,Inglés III
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,3,Cuatrimestre 3,Probabilidad y Estadística
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,3,Cuatrimestre 3,Proyecto Integrador I
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,4,Cuatrimestre 4,Calidad y Manejo del Agua
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,4,Cuatrimestre 4,Cultivo de Moluscos
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,4,Cuatrimestre 4,Cálculo de Varias Variables
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,4,Cuatrimestre 4,Ecología de los Ambientes Acuáticos
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,4,Cuatrimestre 4,Inglés IV
UT del Mar de Tamaulipas Bicentenario,Ing. Acuícola,4,Cuatrimestre 4,Sanidad Acuícola I
